count	reward_sum	squared_reward_sum	length
493	-72.55907112022737	10007.031509384095	185
494	42.56053984383499	10038.720109651562	609
495	218.598340333	57.565251945222016	929
496	-47.219800246907575	10046.203572550383	847
497	219.23227957173972	60.510577635950376	898
498	-64.68237091079754	10008.25100984984	201
499	22.22230012833529	10035.281251662294	495
500	11.235759771290631	10028.700389664975	505
501	221.9373940953087	60.50248869131353	909
502	220.8164607114121	60.22267234523974	906
503	101.50931668901859	10055.510198987216	845
504	222.64559786053917	62.52062650319731	888
505	219.12354212778575	59.85385070836824	915
506	-18.129028626944418	10023.26947615572	360
507	221.7957234568772	62.91137659931664	881
508	10.339897673156855	10032.58590646533	436
509	17.62654766531284	10033.908491261876	471
510	-34.53059361301773	10018.319659607516	284
511	-32.602191649053395	10021.274103484948	293
512	220.67782276736224	62.32035050587549	896
513	68.83324195540715	10047.866263311778	676
514	7.768435448987759	10032.04942575447	423
515	65.58800349307106	10046.006000673675	697
516	-16.304769493564848	10022.812686998666	375
517	223.59869670121694	64.57776292114397	880
518	-33.0109680987819	10019.87505838208	319
519	-22.41266243010348	10021.302574252566	361
520	220.3522753596142	60.30903507817207	907
521	223.7476220455197	64.12305365903968	879
522	14.89974508807019	10032.96017814873	468
523	222.2990817098882	63.01387755263038	867
524	222.94592925173106	62.042226962943786	882
525	85.02440892118037	10049.903560757877	778
526	-22.144735086771604	10021.900077378814	347
527	222.05622084725633	61.8971889548733	894
528	221.429515913733	63.28195960123714	870
529	46.591836950283124	10042.186767763846	580
530	102.4607495583889	10058.530463592617	777
531	222.77053219507795	63.879893145916114	859
532	-25.44200559061187	10020.71911480105	336
533	-31.989965399993864	10019.543383587146	324
534	224.2825802101272	64.40532180110604	872
535	-71.28022280425785	10007.213646901297	184
536	-35.70100164568663	10018.38575365698	271
537	222.4408464121918	64.48870809524551	867
538	-29.70958569204994	10020.135390325888	326
539	14.849132046226217	10033.802454213737	447
540	-16.825015305047444	10024.296292211564	351
541	221.91579102728258	62.29793668501707	880
542	223.52476793693884	63.77300411649061	885
543	-34.282963451844	10019.000728209927	274
544	-33.67532799150304	10019.525502486844	306
545	10.532249198863738	10032.531768895482	452
546	-53.47557909511967	10012.535129694012	231
547	222.79847325036084	62.83324406205283	874
548	22.164864729485785	10035.933887341836	479
549	45.79672406350468	10041.904462377466	599
550	-17.4713694719606	10024.759478260357	335
551	-60.86854158821174	10010.355748563225	201
552	57.652762975383354	10043.03735396008	670
553	52.74486901408409	10041.890176223642	630
554	10.41170802047074	10030.976307275942	482
555	-64.25793342194041	10009.61651143302	190
556	-25.905188735046607	10021.768858984246	332
557	-64.56855586504378	10009.375958308063	184
558	32.17019098802544	10038.311149353238	562
559	220.8872138138064	59.45111971768615	903
560	105.59579909254558	10058.984232367891	802
561	-66.09645065541787	10008.786586689132	195
562	25.89228480593964	10034.737476375622	537
563	-75.32622811012223	10006.21007047007	173
564	-31.322430553857714	10019.123420537037	301
565	-65.16475713636703	10008.797885556663	208
566	225.40091097660306	64.07849359172428	876
567	52.87253398121251	10039.893487881714	678
568	-32.59931461055328	10020.078604635775	322
569	64.43244460830473	10044.849843102618	692
570	-33.57442082290865	10018.565439575214	324
571	93.38747388882928	10054.419422923125	770
572	222.2355677694409	61.40461420969463	903
573	18.775781958189953	10031.768896067868	519
574	223.8840143605574	62.15029283058043	897
575	-78.14121110539642	10005.17518205544	275
576	222.99178531569115	63.61599660843659	887
577	89.14875102113194	10054.04206689549	770
578	222.80359126377414	61.79599871886195	905
579	224.29724860800343	64.4502905250546	877
580	-54.921386396930956	10011.681745472193	231
581	224.77773344833662	63.46512710002066	895
582	-19.933078799070273	10022.77159871394	346
583	88.15134956884489	10051.280288566613	795
584	-74.72319919720225	10005.183217961314	275
585	-33.66312017727988	10019.589612559159	274
586	222.6710899396194	62.60325174829947	900
587	-32.87359965246135	10020.739039815247	329
588	218.50239043355577	60.24984338004876	897
589	226.87795866538235	64.49357948927405	875
590	228.50134804440597	64.35621756260132	887
591	221.04949073822232	59.16936078048966	915
592	223.63605997991334	62.43771615556744	887
593	89.62112734805098	10053.337257082787	756
594	226.79587735912068	62.24886195388487	902
595	222.40490387044088	60.11660869852169	930
596	224.95818555350687	64.78707967754602	865
597	44.847886244361575	10038.609724981907	636
598	228.04635469963216	65.6082952945381	870
599	223.1515323100956	61.974366953260656	899
600	103.99020698310542	10057.106572015866	826
601	226.76141592189668	64.6278777020951	880
602	-24.244870887296145	10021.797464384505	340
603	224.73042371622512	65.11204471936823	879
604	229.0287743395757	67.71109529276558	857
605	-22.004951752418222	10021.742962508824	346
606	-22.322440311114335	10021.650623570347	342
607	226.46576345766834	65.11752554770416	870
608	226.5203695450522	66.72235563923513	846
609	-14.654222387130602	10023.562097102254	381
610	225.20701093437035	62.967482034900755	894
611	49.35326383596254	10041.583304789692	602
612	228.27213882721713	67.94117168072894	842
613	-21.483990354257628	10023.380434737379	321
614	226.62981743045654	64.95737461064938	868
615	225.50084210404026	65.0940871084423	861
616	223.9215897443169	65.97095405590358	859
617	-5.670936821565192	10026.464118220041	406
618	-36.59544112349756	10018.381431453236	265
619	225.09297465178068	63.291110036204955	893
620	221.53544274482402	60.59606336149344	929
621	225.23202388428334	65.6666944636146	867
622	224.7556687582146	64.65631591323935	872
623	-68.23770839154815	10008.023962790276	186
624	44.06303458005203	10040.679079645899	584
625	54.183635559739315	10042.330881052196	632
626	58.16968229635066	10043.715961860862	663
627	225.83646063573136	64.50369521064698	882
628	225.74889536235736	65.93091574793257	861
629	-62.66621986991681	10009.560221631764	196
630	-63.82302940241332	10008.977025145423	201
631	228.54540382492908	66.56111457760444	866
632	227.36950954376402	66.30804377032528	869
633	55.36804790130316	10044.870712179738	612
634	227.97523306953326	68.08696471367895	858
635	226.7915223361018	67.31821472222242	854
636	220.79835938685355	60.58033054838706	948
637	-30.683494644319182	10020.809496215892	281
638	-32.54430478331955	10020.200303001699	324
639	227.66197040005608	68.36216913803239	847
640	226.96889235145147	64.2557788822347	883
641	227.9057117569892	66.10234569287985	867
642	38.24671249889707	10039.539316313534	598
643	226.30112625420998	65.46487937023416	873
644	48.55786704382257	10043.038638197315	590
645	227.85915396884008	69.16123416768855	830
646	228.66532420405093	67.6415300040407	861
647	-61.214006356270595	10010.73758890474	201
648	-75.91469868886838	10007.503097838768	174
649	229.4610516376035	68.54477937667313	846
650	225.9536950264296	65.86019898709857	861
651	-63.1147768290736	10009.300221355343	198
652	230.7040795803649	71.05615518327227	822
653	229.34677468523375	70.60341598534173	830
654	227.26255268157828	67.46490379149778	844
655	51.597683999439795	10044.356204046639	591
656	225.1489143751257	67.06791403854015	856
657	228.5855523332645	69.15704265631571	840
